ID,Language_ID,Name,Lexeme_ID,Parameter_ID,Morpho_Segments,Segments,Comment,Source
jta-foot,yab,jta,jta-foot,foot,jta,h t a,,
jwaka-ill-aq,yab,jwaka,jwaka-ill-aq,ILL.AQ; LOC.AQ,jwaka,h w a k a,,
kaimo-game,yab,kaimo,kaimo-game,game,kaimo,k a i m o,,
kamere-lightning,yab,kamere,kamere-lightning,lightning,kamere,k a m e r e,,
kampara-big,yab,kampara,kampara-big,big,kampara,k a m p a r a,,
kampra-big,yab,kampra,kampara-big,big,kampra,k a m p r a,,
kamwiyajka-change,yab,kamwiyajka,kamwiyajka-change,change,kamwiyajka,k a m w i j a h k a,,
kapau-dasypus-novemcinctus,yab,kapau,kapau-dasypus-novemcinctus,dasypus_novemcinctus,kapau,k a p a u,,
karasake-white,yab,karasake,karasake-white,white,karasake,k a r a s a k e,Probably contains [mp](keprop).,
ka-take-out,yab,ka,ka-take-out,take_out,ka,k a,,
kasajpe-fruit-pit,yab,kasajpë,kasajpe-fruit-pit,fruit_pit,kasajpë,k a s a h p ə,,
kaso-fat,yab,kaso,kaso-fat,fat,kaso,k a s o,,
kawono-high,yab,kawono,kawono-high,high,kawono,k a w o n o,,
kawon-high,yab,kawon,kawono-high,high,kawon,k a w o n,,
kawe-high,yab,kawë,kawe-high,high,kawë,k a w ə,,
kayami-louse,yab,kayamï,kayami-louse,louse,kayamï,k a j a m ɨ,,
kaya-barbasco,yab,kaya,kaya-barbasco,barbasco,kaya,k a j a,,
kaya-gourd,yab,kaya,kaya-gourd,gourd,kaya,k a j a,,
kejkepe-salamander,yab,kejkepe,kejkepe-salamander,salamander,kejkepe,k e h k e p e,,
kinta-become-tired,yab,kinta,kinta-become-tired,become_tired,kinta,k i n t a,,
kocha-tail,yab,kocha,kocha-tail,tail,kocha,k o t͡ʃ a,,
kojpa-night,yab,kojpa,kojpa-night,night,kojpa,k o h p a,,
konopo-rain,yab,konopo,konopo-rain,rain,konopo,k o n o p o,,
ko-brassolis-sophorae,yab,ko,ko-brassolis-sophorae,brassolis_sophorae,ko,k o,,
kori-brassolis-sophorae,yab,korï,ko-brassolis-sophorae,brassolis_sophorae,korï,k o r ɨ,,
korokoro-c,yab,korokoro,korokoro-c,C.,korokoro,k o r o k o r o,,
kuku-answer,yab,kuku,kuku-answer,answer,kuku,k u k u,,
kune-cook,yab,kunë,kune-cook,cook,kunë,k u n ə,,
kuno-cook,yab,kuno,kune-cook,cook,kuno,k u n o,,
kuru-prochilodus-mariae,yab,kuru,kuru-prochilodus-mariae,prochilodus_mariae,kuru,k u r u,,
kuruwa-coroba-palm,yab,kuruwa,kuruwa-coroba-palm,coroba_palm,kuruwa,k u r u w a,,
kuya-tree-sp,yab,kuya,kuya-tree-sp,tree.sp,kuya,k u j a,,
kuyuwi-bird-sp,yab,kuyuwi,kuyuwi-bird-sp,bird.sp,kuyuwi,k u j u w i,,
kejma-hunt,yab,këjma,kejma-hunt,hunt,këjma,k ə h m a,,
kemu-pus,yab,këmu,kemu-pus,pus,këmu,k ə m u,,
keta-stink,yab,këta,keta-stink,stink,këta,k ə t a,,
ketejwate-cotton,yab,këtëjwatë,ketejwate-cotton,cotton,këtëjwatë,k ə t ə h w a t ə,,
keya-think,yab,këya,keya-think,think,këya,k ə j a,,
kimiy-chili,yab,kïmïy,kimiy-chili,chili,kïmïy,k ɨ m ɨ j,,
kimii-chili,yab,kïmïi,kimiy-chili,chili,kïmïi,k ɨ m ɨ i,,
kiripi-go-out,yab,kïrïpï,kiripi-go-out,go_out,kïrïpï,k ɨ r ɨ p ɨ,,
majawa-m,yab,majawa,majawa-m,M.,majawa,m a h a w a,,
majpe-m,yab,majpë,majpe-m,M.,majpë,m a h p ə,,
maka-ceiba-pentandra,yab,maka,maka-ceiba-pentandra,ceiba_pentandra,maka,m a k a,,
makarike-cayman,yab,makarikë,makarike-cayman,cayman,makarikë,m a k a r i k ə,,
makuyupi-catfish-sp,yab,makuyupi,makuyupi-catfish-sp,catfish.sp,makuyupi,m a k u j u p i,,
make-mom,yab,makë,make-mom,mom,makë,m a k ə,,
mapara-chicken,yab,mapara,mapara-chicken,chicken,mapara,m a p a r a,,
mare-still,yab,marë,mare-still,still,marë,m a r ə,,
mare-still-1,yab,mare,mare-still,still,mare,m a r e,,
mati-breast,yab,mati,mati-breast,breast,mati,m a t i,,
mayawaka-m,yab,mayawaka,mayawaka-m,M.,mayawaka,m a j a w a k a,,
mejya-cover,yab,mejya,mejya-cover,cover,mejya,m e h j a,,
miti-root,yab,miti,miti-root,root; vein,miti,m i t i,,
mone-vagina,yab,mone,mone-vagina,vagina,mone,m o n e,,
moneka-girl-voc,yab,moneka,moneka-girl-voc,girl.VOC,moneka,m o n e k a,,
monkontomo-2pl-pro,yab,monkontomo,monkontomo-2pl-pro,2PL.PRO,monkontomo,m o n k o n t o m o,,
mokontomo-2pl-pro,yab,mokontomo,monkontomo-2pl-pro,2PL.PRO,mokontomo,m o k o n t o m o,,
mekontomo-2pl-pro,yab,mëkontomo,monkontomo-2pl-pro,2PL.PRO,mëkontomo,m ə k o n t o m o,,
montomo-2pl-pro,yab,montomo,monkontomo-2pl-pro,2PL.PRO,montomo,m o n t o m o,,
mokontom-2pl-pro,yab,mokontom,monkontomo-2pl-pro,2PL.PRO,mokontom,m o k o n t o m,,
mokonton-2pl-pro,yab,mokonton,monkontomo-2pl-pro,2PL.PRO,mokonton,m o k o n t o n,,
moroko-fish,yab,moroko,moroko-fish,fish,moroko,m o r o k o,,
morone-hurting,yab,morone,morone-hurting,hurting,morone,m o r o n e,,
moroni-pain,yab,moroni,moroni-pain,pain,moroni,m o r o n i,,
moron-pain,yab,moron,moroni-pain,pain,moron,m o r o n,,
morono-poison,yab,morono,morono-poison,poison,morono,m o r o n o,,
moto-worm,yab,moto,moto-worm,worm,moto,m o t o,,
moyochi-spider-sp,yab,moyochi,moyochi-spider-sp,spider(sp.),moyochi,m o j o t͡ʃ i,,
mujna-grave,yab,mujna,mujna-grave,grave,mujna,m u h n a,,
mujyane-pregnancy,yab,mujyanë,mujyane-pregnancy,pregnancy,mujyanë,m u h j a n ə,,
mujyam-pregnancy,yab,mujyam,mujyane-pregnancy,pregnancy,mujyam,m u h j a m,,
muku-child,yab,muku,muku-child,child,muku,m u k u,,
mune-bulbous,yab,mune,mune-bulbous,bulbous,mune,m u n e,,
munta-budding,yab,munta,munta-budding,budding,munta,m u n t a,,
mejki-dist-anim,yab,mëjkï,mejki-dist-anim,DIST.ANIM,mëjkï,m ə h k ɨ,,
mere-2pro,yab,mërë,mere-2pro,2PRO,mërë,m ə r ə,,
mijna-there-all,yab,mïjna,mijna-there-all,there.ALL,mïjna,m ɨ h n a,,
minte-there-loc,yab,mïntë,minte-there-loc,there.LOC,mïntë,m ɨ n t ə,,
mira-priodontes-maximus,yab,mïra,mira-priodontes-maximus,priodontes_maximus,mïra,m ɨ r a,,
nai-do,yab,nai,nai-do,do,nai,n a i,,
najmo-grandmother,yab,najmo,najmo-grandmother,grandmother,najmo,n a h m o,,
najpi-grandfather,yab,najpï,najpi-grandfather,grandfather,najpï,n a h p ɨ,,
najwata-harbor,yab,najwata,najwata-harbor,harbor,najwata,n a h w a t a,,
naki-thirst,yab,naki,naki-thirst,thirst,naki,n a k i,,
nata-door,yab,nata,nata-door,door,nata,n a t a,,
nepi-bring,yab,nepï,nepi-bring,bring,nepï,n e p ɨ,,
nej-bring,yab,nej,nepi-bring,bring,nej,n e h,,
nono-earth,yab,nono,nono-earth,earth,nono,n o n o,,
nope-good,yab,nope,nope-good,good,nope,n o p e,,
nop-good,yab,nop,nope-good,good,nop,n o p,,
noro-parrot-sp,yab,noro,noro-parrot-sp,parrot.sp,noro,n o r o,,
noti-potential-partner,yab,noti,noti-potential-partner,potential_partner; cross_cousin,noti,n o t i,,
nta-mouth,yab,nta,nta-mouth,mouth,nta,n t a,,
nune-moon,yab,nunë,nune-moon,moon,nunë,n u n ə,,
nu-tongue,yab,nu,nu-tongue,tongue,nu,n u,,
nwajte-dance,yab,nwajtë,nwajte-dance,dance,nwajtë,n w a h t ə,,
wajte-dance,yab,wajtë,nwajte-dance,dance,wajtë,w a h t ə,,
neme-leave,yab,nëmë,neme-leave,leave,nëmë,n ə m ə,,
ochi-o,yab,ochi,ochi-o,O.,ochi,o t͡ʃ i,,
ojpa-give-drink,yab,ojpa,ojpa-give-drink,give_drink,ojpa,o h p a,,
onono-another,yab,onono,onono-another,another,onono,o n o n o,,
orojyamo-evil-being,yab,orojyamo,orojyamo-evil-being,evil_being,orojyamo,o r o h j a m o,,
pachi-older-sister-of-woman,yab,pachi,pachi-older-sister-of-woman,older_sister_of_woman,pachi,p a t͡ʃ i,,
paijku-p,yab,paijku,paijku-p,P.,paijku,p a i h k u,,
paka-cow,yab,paka,paka-cow,cow,paka,p a k a,,
pakara-basket,yab,pakara,pakara-basket,basket,pakara,p a k a r a,,
pakura-coix-lacryma-jobi,yab,pakura,pakura-coix-lacryma-jobi,Coix_lacryma_jobi,pakura,p a k u r a,,
paku-arrow-tip,yab,paku,paku-arrow-tip,arrow_tip,paku,p a k u,,
pana-ear,yab,pana,pana-ear,ear,pana,p a n a,,
pana-dat,yab,pana,pana-dat,DAT,pana,p a n a,,
papa-father,yab,papa,papa-father,father,papa,p a p a,,
parujpe-broth,yab,parujpë,parujpe-broth,broth,parujpë,p a r u h p ə,,
pata-village,yab,pata,pata-village,village,pata,p a t a,,
pata-axe,yab,pata,pata-axe,axe,pata,p a t a,,
pate-cross,yab,patë,pate-cross,cross,patë,p a t ə,,
penare-before,yab,penarë,penare-before,before,penarë,p e n a r ə,,
pene-piranha,yab,pene,pene-piranha,piranha,pene,p e n e,,
pepoye-above-perl,yab,pepoye,pepoye-above-perl,above.PERL,pepoye,p e p o j e,,
pe-palm-sp,yab,pe,pe-palm-sp,palm.sp,pe,p e,,
peti-leg,yab,peti,peti-leg,leg,peti,p e t i,,
peye-turtle-sp,yab,peye,peye-turtle-sp,turtle.sp,peye,p e j e,,
picha-capuchin-monkey,yab,picha,picha-capuchin-monkey,capuchin_monkey,picha,p i t͡ʃ a,,
pichipichi-whitebait,yab,pichipichi,pichipichi-whitebait,whitebait,pichipichi,p i t͡ʃ i p i t͡ʃ i,,
pijpe-skin,yab,pijpë,pijpe-skin,skin,pijpë,p i h p ə,,
pika-peel,yab,pika,pika-peel,peel,pika,p i k a,,
pike-fart,yab,pikë,pike-fart,fart,pikë,p i k ə,,
pipi-younger-brother-of-woman,yab,pipi,pipi-younger-brother-of-woman,younger_brother_of_woman,pipi,p i p i,,
pirini-walk,yab,pirini,pirini-walk,walk,pirini,p i r i n i,,
pirini-walk-1,yab,pïrini,pirini-walk,walk,pïrini,p ɨ r i n i,,
pojte-want,yab,pojtë,pojte-want,want,pojtë,p o h t ə,,
poroko-basket-sp,yab,poroko,poroko-basket-sp,basket.sp,poroko,p o r o k o,,
poseti-belly,yab,poseti,poseti-belly,belly,poseti,p o s e t i,,
pota-mouth,yab,pota,pota-mouth,mouth; shore,pota,p o t a,,
poye-above,yab,poye,poye-above,above,poye,p o j e,,
punu-flesh,yab,punu,punu-flesh,flesh,punu,p u n u,,
pun-flesh,yab,pun,punu-flesh,flesh,pun,p u n,,
putu-feel,yab,putu,putu-feel,feel,putu,p u t u,,
peke-about,yab,pëkë,peke-about,about,pëkë,p ə k ə,,
poko-about,yab,poko,peke-about,about,poko,p o k o,,
penaka-return,yab,pënaka,penaka-return,return,pënaka,p ə n a k a,Maybe derived with [mp](kavbz).,
pimi-neck,yab,pïmï,pimi-neck,neck,pïmï,p ɨ m ɨ,,
pirika-endure,yab,pïrïka,pirika-endure,endure,pïrïka,p ɨ r ɨ k a,,
roka-wash,yab,roka,roka-wash,wash,roka,r o k a,,
roko-crazy,yab,roko,roko-crazy,crazy,roko,r o k o,,
romoye-downriver,yab,romoye,romoye-downriver,downriver,romoye,r o m o j e,,
rotoro-doctor,yab,rotoro,rotoro-doctor,doctor,rotoro,r o t o r o,,
rui-older-brother,yab,rui,rui-older-brother,older_brother,rui,r u i,,
sai-penis,yab,sai,sai-penis,penis,sai,s a i,,
sakara-hoplias-malabaricus,yab,sakara,sakara-hoplias-malabaricus,hoplias_malabaricus,sakara,s a k a r a,,
sakau-sand,yab,sakau,sakau-sand,sand,sakau,s a k a u,,
saku-sweet-potato,yab,saku,saku-sweet-potato,sweet_potato,saku,s a k u,,
samo-cry,yab,samo,samo-cry,cry,samo,s a m o,,
semo-cry,yab,sëmo,samo-cry,cry,sëmo,s ə m o,,
asamo-cry,yab,asamo,samo-cry,cry,asamo,a s a m o,,
sampu-black-piranha,yab,sampu,sampu-black-piranha,black_piranha,sampu,s a m p u,,
sapara-heavy-pot,yab,sapara,sapara-heavy-pot,heavy_pot,sapara,s a p a r a,,
sare-here-all,yab,sarë,sare-here-all,here.ALL,sarë,s a r ə,,
sawo-rapids,yab,sawo,sawo-rapids,rapids,sawo,s a w o,,
sepami-get-married,yab,sepamï,sepami-get-married,get_married,sepamï,s e p a m ɨ,,
sepan-get-married,yab,sepan,sepami-get-married,get_married,sepan,s e p a n,,
sere-bitter-manioc,yab,sere,sere-bitter-manioc,bitter_manioc,sere,s e r e,,
sojpa-take-out,yab,sojpa,sojpa-take-out,take_out,sojpa,s o h p a,,
sopika-skin,yab,sopika,sopika-skin,skin,sopika,s o p i k a,,
sukase-all,yab,sukase,sukase-all,all,sukase,s u k a s e,,
sukutaka-yucuta,yab,sukutaka,sukutaka-yucuta,yucuta,sukutaka,s u k u t a k a,,
surukupi-fish-sp,yab,surukupi,surukupi-fish-sp,fish.sp,surukupi,s u r u k u p i,,
sema-die,yab,sëma,sema-die,die,sëma,s ə m a,Looks like a DETRZ?,
esema-die,yab,ësëma,sema-die,die,ësëma,ə s ə m a,Looks like a DETRZ?,
tajme-ugly,yab,tajme,tajme-ugly,ugly,tajme,t a h m e,,
tajnomo-piaroa,yab,tajnomo,tajnomo-piaroa,Piaroa,tajnomo,t a h n o m o,,
tajromini-bad-omen,yab,tajromini,tajromini-bad-omen,bad_omen,tajromini,t a h r o m i n i,,
tajromin-bad-omen,yab,tajromin,tajromini-bad-omen,bad_omen,tajromin,t a h r o m i n,,
tajropo-have-fever,yab,tajropo,tajropo-have-fever,have_fever,tajropo,t a h r o p o,,
takono-other,yab,takono,takono-other,other,takono,t a k o n o,,
takon-other,yab,takon,takono-other,other,takon,t a k o n,,
takunu-laziness,yab,takunu,takunu-laziness,laziness,takunu,t a k u n u,,
tapa-beat,yab,tapa,tapa-beat,beat,tapa,t a p a,,
tarine-fast,yab,tarine,tarine-fast,fast,tarine,t a r i n e,Derived with _-ne_?,
taro-say,yab,taro,taro-say,say,taro,t a r o,,
taj-say,yab,taj,taro-say,say,taj,t a h,,
ta-say,yab,ta,taro-say,say,ta,t a,,
tawani-darkness,yab,tawani,tawani-darkness,darkness,tawani,t a w a n i,,
tawa-nyctidromus-albicollis,yab,tawa,tawa-nyctidromus-albicollis,nyctidromus_albicollis,tawa,t a w a,,
tejwetunu-sick,yab,tejwetunu,tejwetunu-sick,sick,tejwetunu,t e h w e t u n u,,
tejetum-sick,yab,tejetum,tejwetunu-sick,sick,tejetum,t e h e t u m,,
temeki-defend,yab,temekï,temeki-defend,defend,temekï,t e m e k ɨ,,
semeki-defend,yab,semekï,temeki-defend,defend,semekï,s e m e k ɨ,,
semej-defend,yab,semej,temeki-defend,defend,semej,s e m e h,,
tojpa-hit,yab,tojpa,tojpa-hit,hit,tojpa,t o h p a,,
tonko-play,yab,tonko,tonko-play,play,tonko,t o n k o,,
torono-bird,yab,torono,torono-bird,bird,torono,t o r o n o,,
torote-cemetery,yab,torotë,torote-cemetery,cemetery,torotë,t o r o t ə,,
toto-non-indian,yab,toto,toto-non-indian,non_Indian,toto,t o t o,,
tujnaka-iller,yab,tujnaka,tujnaka-iller,iller,tujnaka,t u h n a k a,,
tuna-water,yab,tuna,tuna-water,water,tuna,t u n a,,
tunami-hide,yab,tunamï,tunami-hide,hide,tunamï,t u n a m ɨ,,
tunam-hide,yab,tunam,tunami-hide,hide,tunam,t u n a m,,
tu-give,yab,tu,tu-give,give,tu,t u,,
te-loc,yab,të,te-loc,LOC,të,t ə,,
teijpo-far,yab,tëijpo,teijpo-far,far; long,tëijpo,t ə i h p o,,
teijpe-far,yab,tëijpë,teijpo-far,far; long,tëijpë,t ə i h p ə,,
teijpo-far-1,yab,teijpo,teijpo-far,far; long,teijpo,t e i h p o,,
tejta-hollow,yab,tëjta,tejta-hollow,hollow,tëjta,t ə h t a,,
tewi-3pro,yab,tëwï,tewi-3pro,3PRO,tëwï,t ə w ɨ,,
tewisantomo-3pro-pl,yab,tëwïsantomo,tewisantomo-3pro-pl,3PRO.PL,tëwïsantomo,t ə w ɨ s a n t o m o,,
tewisanton-3pro-pl,yab,tëwïsanton,tewisantomo-3pro-pl,3PRO.PL,tëwïsanton,t ə w ɨ s a n t o n,,
waijta-mouse,yab,waijta,waijta-mouse,mouse,waijta,w a i h t a,,
waijte-head,yab,waijtë,waijte-head,head,waijtë,w a i h t ə,,
waimu-language,yab,waimu,waimu-language,language,waimu,w a i m u,,
waimu-speak,yab,waimu,waimu-speak,speak,waimu,w a i m u,,
waimurun-speak,yab,waimurun,waimu-speak,speak,waimurun,w a i m u r u n,,
wajto-fire,yab,wajto,wajto-fire,fire,wajto,w a h t o,,
wajyaki-happy,yab,wajyakï,wajyaki-happy,happy,wajyakï,w a h j a k ɨ,,
wajyaki-be-happy,yab,wajyakï,wajyaki-be-happy,be_happy,wajyakï,w a h j a k ɨ,,
wajyakiti-be-happy,yab,wajyakïtï,wajyaki-be-happy,be_happy,wajyakïtï,w a h j a k ɨ t ɨ,,
wajyama-kiss,yab,wajyama,wajyama-kiss,kiss,wajyama,w a h j a m a,,
wanapu-savannah,yab,wanapu,wanapu-savannah,savannah,wanapu,w a n a p u,,
wanene-aunt,yab,wanene,wanene-aunt,aunt,wanene,w a n e n e,,
waraijtokomo-man,yab,waraijtokomo,waraijtokomo-man,man,waraijtokomo,w a r a i h t o k o m o,,
waraijtokom-man,yab,waraijtokom,waraijtokomo-man,man,waraijtokom,w a r a i h t o k o m,,
waraijtokon-man,yab,waraijtokon,waraijtokomo-man,man,waraijtokon,w a r a i h t o k o n,,
waraijto-husband,yab,waraijto,waraijto-husband,husband,waraijto,w a r a i h t o,,
warota-work,yab,warota,warota-work,work,warota,w a r o t a,,
waruwa-hoti,yab,waruwa,waruwa-hoti,hoti,waruwa,w a r u w a,,
waruwaru-hoti,yab,waruwaru,waruwa-hoti,hoti,waruwaru,w a r u w a r u,,
wasayi-attalea-maripa,yab,wasayi,wasayi-attalea-maripa,attalea_maripa,wasayi,w a s a j i,,
wasai-attalea-maripa,yab,wasai,wasayi-attalea-maripa,attalea_maripa,wasai,w a s a i,,
wati-burn,yab,watï,wati-burn,burn,watï,w a t ɨ,,
waj-burn,yab,waj,wati-burn,burn,waj,w a h,,
wawe-loc-aq,yab,wawë,wawe-loc-aq,LOC.AQ,wawë,w a w ə,,
weka-defecate,yab,weka,weka-defecate,defecate,weka,w e k a,,
wena-vomit,yab,wena,wena-vomit,vomit,wena,w e n a,,
wenkepi-forget,yab,wenkepï,wenkepi-forget,forget,wenkepï,w e n k e p ɨ,,
wenkepi-forget-1,yab,wënkepï,wenkepi-forget,forget,wënkepï,w ə n k e p ɨ,,
wenkej-forget,yab,wënkej,wenkepi-forget,forget,wënkej,w ə n k e h,,
wepi-come,yab,wepï,wepi-come,come,wepï,w e p ɨ,,
wej-come,yab,wej,wepi-come,come,wej,w e h,,
wereta-arrive,yab,wereta,wereta-arrive,arrive,wereta,w e r e t a,Potentially derived with [mp](tavbz).,
werewere-mosquito-sp,yab,werewere,werewere-mosquito-sp,mosquito_sp.,werewere,w e r e w e r e,,
wereyi-cloud,yab,wereyi,wereyi-cloud,cloud,wereyi,w e r e j i,,
werey-cloud,yab,werey,wereyi-cloud,cloud,werey,w e r e j,,
weroro-dog,yab,weroro,weroro-dog,dog,weroro,w e r o r o,,
weseyu-be-brave,yab,weseyu,weseyu-be-brave,be_brave,weseyu,w e s e j u,,
wesei-be-brave,yab,wesei,weseyu-be-brave,be_brave,wesei,w e s e i,,
wiriyamo-woman,yab,wiriyamo,wiriyamo-woman,woman,wiriyamo,w i r i j a m o,,
wurijyam-woman,yab,wurijyam,wiriyamo-woman,woman,wurijyam,w u r i h j a m,,
wurijyamo-woman,yab,wurijyamo,wiriyamo-woman,woman,wurijyamo,w u r i h j a m o,,
wurijyan-woman,yab,wurijyan,wiriyamo-woman,woman,wurijyan,w u r i h j a n,,
wejka-fall,yab,wëjka,wejka-fall,fall,wëjka,w ə h k a,,
wejte-go-down,yab,wëjtë,wejte-go-down,go_down,wëjtë,w ə h t ə,,
we-kill,yab,wë,we-kill,kill,wë,w ə,,
winiki-sleep,yab,wïnïkï,winiki-sleep,sleep,wïnïkï,w ɨ n ɨ k ɨ,,
winik-sleep,yab,winik,winiki-sleep,sleep,winik,w i n i k,,
winij-sleep,yab,wïnïj,winiki-sleep,sleep,wïnïj,w ɨ n ɨ h,,
wire-1pro,yab,wïrë,wire-1pro,1PRO,wïrë,w ɨ r ə,,
ya-ra-grandchild,yab,ya'ra,ya-ra-grandchild,grandchild,ya'ra,j a ʔ r a,,
yajno-brother-in-law-man,yab,yajno,yajno-brother-in-law-man,brother_in_law(man),yajno,j a h n o,,
yaka-all,yab,yaka,yaka-all,ALL,yaka,j a k a,,
yaka-dig-out,yab,yaka,yaka-dig-out,dig_out,yaka,j a k a,,
yamane-make,yab,yamanë,yamane-make,make,yamanë,j a m a n ə,,
yaman-make,yab,yaman,yamane-make,make,yaman,j a m a n,,
yamani-make,yab,yamani,yamane-make,make,yamani,j a m a n i,,
yami-pick-up,yab,yamï,yami-pick-up,pick_up,yamï,j a m ɨ,,
yan-pick-up,yab,yan,yami-pick-up,pick_up,yan,j a n,,
yam-pick-up,yab,yam,yami-pick-up,pick_up,yam,j a m,,
yane-mother,yab,yanë,yane-mother,mother,yanë,j a n ə,,
sane-mother,yab,sanë,yane-mother,mother,sanë,s a n ə,,
yaniki-call,yab,yanïkï,yaniki-call,call,yanïkï,j a n ɨ k ɨ,,
yanij-call,yab,yanïj,yaniki-call,call,yanïj,j a n ɨ h,,
yapijtomo-old,yab,yapijtomo,yapijtomo-old,old,yapijtomo,j a p i h t o m o,Fossilized _-tomo_.,
